id,text,label,sa,counter1,conter2,counter3,counter4,counter5
1020,"Blowing up pumpkins in chemistry
",1,1,Blowin' up pumpkins in chemistry.,Blowin' up pumpkins in chemistry,"Blowin' up pumpkins in chemistry, y'all",Bustin' pumpkins up in chemistry.,Bustin' open pumpkins in chemistry.
1021,"All smiles and its bc of you
",1,1,All grins and it's all 'cause of you.,All grins and it's cuz of you,All grins and it's all 'cause of you.,All grins and it's all 'cause of you,All grins cause of you.
1022,"This weather makes my sadness worse
",1,1,"This weather just be amplifying my blues, for real.",This weather got my sadness hittin' even harder.,This weather just be amplifying my blues.,"This weather just amplifying my gloom, yo.","This weather just be amplifying my sadness, for real."
1023,"Old bay Mac and Cheese with crushed up cheese nips
",1,1,Old Bay Mac n' Cheese with crushed cheese nips on top.,Old Bay Mac n' Cheese with smashed up Cheese Nips.,"Old Bay mac 'n' cheese with crunched up Cheese Nips.
",Old Bay Mac n' Cheese with crushed cheese nips on top.,Old Bay Mac n' Cheese wit crushed up Cheese Nips.
1024,"S/O to LINA straight gettin it last night _TWITTER-ENTITY_ _TWITTER-ENTITY_
",1,1,"Shoutout to LINA, she was turnt up last night _TWITTER-ENTITY_ _TWITTER-ENTITY_","Shoutout to LINA, she was really doing her thing last night _TWITTER-ENTITY_ _TWITTER-ENTITY_","Shoutout to LINA, she was really doing her thing last night _TWITTER-ENTITY_ _TWITTER-ENTITY_",Shoutout to LINA doin' her thing last night _TWITTER-ENTITY_ _TWITTER-ENTITY_,Shoutout to LINA straight killin' it last night _TWITTER-ENTITY_ _TWITTER-ENTITY_
1025,"Apparently Shayla is too cool to take pictures with me
",0,1,Seems like Shayla too fly to snap pics with me.,Shawty Shayla too fly to be takin' pictures with me.,Seems like Shayla too fly to snap pics with me.,Seem like Shayla too fly to snap pics with me.,Seem like Shayla too fly to snap pics with me.
1026,"_TWITTER-ENTITY_ lmao u funny iiscell
",1,0,"_TWITTER-ENTITY_ laughing my ass off, you're funny _iiscell_.","_TWITTER-ENTITY_ laughing my ass off, you're funny iiscell.","_TWITTER-ENTITY_ Laughing my a** off, you're funny iiscell.","_TWITTER-ENTITY_ laughs, you're funny iiscell.","_TWITTER-ENTITY_ laughing my ass off, you are funny iiscell."
1027,"Does anyone have the hookup for Sidecar at PJ Clarks ? Love to go there tonight !
",1,1,Anyone got the connect for Sidecar at PJ Clarks? Tryna slide through there tonight!,Anybody know somebody at PJ Clarks for Sidecar? Wanna hit that spot tonight!,Anyone got the plug for Sidecar at PJ Clarks? Tryna hit that spot tonight!,Anybody got the connection for Sidecar at PJ Clarks? Wanna hit it up tonight!,Anyone know somebody for Sidecar at PJ Clarks? Tryna hit that spot tonight!
1028,"So i walk into the house and theres a note attached to spongebob sweatpants from Alexa saying \since you always watch this show , here "" LOL ""
",1,1,"So I step in the crib and there's this note on some SpongeBob sweats from Alexa sayin 'cause you always got this show on, here"" LOL.","So I step in the crib and there's a note stuck on some SpongeBob sweats from Alexa sayin' ""since you stay watchin' this show, here!"" LOL","""So I step into the crib and there's a note stuck to SpongeBob sweatpants from Alexa sayin' ""since you always watchin' this show, here"" LOL""","So I step into the crib and there's a note pinned to Spongebob sweats from Alexa sayin' ""since you always up on this show, here"" LOL
","So I step into the crib and there's a note hooked on some SpongeBob sweatpants from Alexa sayin' ""Since you always tuned into this show, here"" LOL"
1029,"Making dinner for me , _TWITTER-ENTITY_ _TWITTER-ENTITY_ and _TWITTER-ENTITY_
",1,1,"Fixing up some dinner for me, _TWITTER-ENTITY_, _TWITTER-ENTITY_ and _TWITTER-ENTITY_","Cookin' dinner for me, _TWITTER-ENTITY_ _TWITTER-ENTITY_ and _TWITTER-ENTITY_","Cookin' dinner for me, _TWITTER-ENTITY_ _TWITTER-ENTITY_ and _TWITTER-ENTITY_","Fixing dinner for me, _TWITTER-ENTITY_, _TWITTER-ENTITY_ and _TWITTER-ENTITY_","Whippin' up some grub for me, _TWITTER-ENTITY_, _TWITTER-ENTITY_, and _TWITTER-ENTITY_."
1030,"Life is the hardest when your inescapable thoughts and worries make you physically ill
",0,1,Life hit the toughest when them unavoidable thoughts and worries make you legit sick.,Life's toughest when ya constant thoughts an' worries got ya feelin' physically sick.,Life hit the hardest when ya unstoppable thoughts and concerns make you sick to yo stomach.,Life's toughest when ya constant thoughts and worries got ya feelin' physically sick.,Life be the toughest when your constant thoughts and worries got you feelin' physically sick.
1031,"Trying to think of a nice way to go to my teacher tomorrow and tell her that her grading techniques might be just a bit harsh .
",0,1,"Finna figure out a chill way to holla at my teacher tomorrow, tell her maybe she goin' a lil' too hard with that grading.","Tryna figure out a smooth way to holla at my teacher tomorrow, let her know her grading game might be a touch too rough.",Tryna find a smooth way to step to my teacher tomorrow and let her know her grading game might be a lil' too tough.,"Finna find a chill way to holla at my teacher tomorrow, gotta let her know her grading methods might be a lil' too tough.",Tryna figure out how to slide to my teacher tomorrow and tell her that her grading game might be just a lil' too tough.
1032,"Love it when all the Lynch's are in town
",1,1,Love when all the Lynch's come through the city.,Love it when all the Lynch's come through the city.,Love it when all the Lynch fam in town.,Love it when all the Lynch fam in town.,Love it when all the Lynch's around the way.
1033,"Im sad that they're leaving but im glad I have _TWITTER-ENTITY_ for homeroom science and furry !
",1,1,I'm sad they dippen but I'm amped I got _TWITTER-ENTITY_ for homeroom science and furry!,"I'm bummed they takin' off, but at least I got _TWITTER-ENTITY_ for homeroom, science, and all that furry stuff!","I'm bummed they leaving, but I'm stoked I got _TWITTER-ENTITY_ for homeroom science and furry!",I'm bummed they leavin' but I'm hype I got _TWITTER-ENTITY_ for homeroom science and furry business!,I'm sad they leavin but I'm happy I got _TWITTER-ENTITY_ for homeroom science and furry!
1034,"Katy Perry is so fineeeee
",1,1,Katy Perry lookin' all kinds of good.,"Katy Perry lookin' real good, ya feel me?",Katy Perry lookin' hella good.,Katy Perry hella fineeeee,"Katy Perry lookin' real good, ya feel me?"
1035,"Why is this happening right now really Seattle it's summer why must it be pouring â
",0,1,"Why this gotta be happenin' right now tho, Seattle? It's summertime, why it gotta be rainin' like this? ☔","Why is this goin' down right now, foreal Seattle? It's summer, why it gotta be rainin' like this ☔","Why this gotta happen right now, for real Seattle? It's summer, why it gotta be raining hard out here? ☔","Why this gotta happen right now, for real Seattle? It's summer and it's pouring, why though? ☔","Why this gotta happen right now for real Seattle, it's summer why it gotta be raining hard like this â"
1036,"Well I guess I can't ride today .......
",0,1,Guess I ain't ridin' today then...,Guess I ain't ridin' today then....,Guess I ain't ridin' today then....,Guess I ain't ridin' today then .......,Guess I ain't ridin' today then....
1037,"_TWITTER-ENTITY_ if you get sick I'm so sorry
",1,1,"_TWITTER-ENTITY_ if you catch something, my bad.","_TWITTER-ENTITY_ if you catch a cold, I'm real sorry","_TWITTER-ENTITY_ if ya catch a cold, I'm mad sorry","_TWITTER-ENTITY_ if ya fall ill, I'm real sorry","_TWITTER-ENTITY_ if you catch somethin', my bad."
1038,"TFT I won't be with my smelby this weekend . <<< _TWITTER-ENTITY_
",0,1,"Aight, ain't gonna be with my smelby this weekend. <<< _TWITTER-ENTITY_",Ain't gon' be with my boo this weekend.,"On God, I ain't gonna be with my shawty this weekend.",TFT I ain't gonna be with my smelby this weekend.,TF I ain't gon' be with my shorty this weekend.
1039,"Gonna go see a bunch of movies today . Yay ! ââ
",1,1,Finna hit up a bunch of movies today. Ayy! ✊✊,Finna hit up a bunch of movies today. Ayy! ✌️✌️,Finna hit up a bunch of movies today. Ayy! ✊✊,Finna hit the cinema and catch a bunch of flicks today. Hype! ✌✌,Finna catch a whole lotta movies today. Bet! 💯💯
1040,"_TWITTER-ENTITY_ I wish u could come
",0,1,_TWITTER-ENTITY_ I wish ya could come,_TWITTER-ENTITY_ I wish you could slide through.,_TWITTER-ENTITY_ I wish you could pull up,_TWITTER-ENTITY_ I wish u could come,_TWITTER-ENTITY_ I wish u could pull up
1041,"I haven't been on twittta in a while ...
",1,1,Ain't been on Twitter in a minute...,Ain't been on Twitter in a minute...,I ain't been on Twitter in a minute...,Ain't been on Twitt' fo a minute...,I ain't been on Twitter in a minute...
1042,"Taking my ass to sleeppp !
",1,1,'Bout to hit the hay!,Finna hit the hay!,Finna hit the hay!,'Bout to hit the hay!,Finna hit the sack!
1043,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ okay I'm done here you guys can hate on me when Bieber comes on deucessss
",1,1,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ aight, I'm out. Y'all can throw shade at me when Bieber come on. Peace out.","_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ aight, I'm out. Y'all can throw shade at me when Bieber hit the scene, peace out","_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ aight I'm out, y'all can throw shade my way when Bieber come on, deuces","_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ aight, I'm out. Y'all can throw shade at me when Bieber comes on, I'm ghost.","_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ aight, I'm out. Y'all can hate on me when Bieber come on, I'm ghost."
1044,"_TWITTER-ENTITY_ yaaaa welcome , I just think your the cutest little thing ever
",1,1,"_TWITTER-ENTITY_ yaaa welcome, I just think you the cutest little thang ever","_TWITTER-ENTITY_ yaaaa welcome, I jus' reckon you the most precious li'l thang ever.","_TWITTER-ENTITY_ yaaa welcome, I just think you the most adorable lil' thing ever","_TWITTER-ENTITY_ yaaa welcome boo, I jus' think you the cutest lil' thang ever","_TWITTER-ENTITY_ ayyye welcome, I just think you the cutest lil thing ever."
1045,"Hannah is just perfect
",1,1,"Hannah just perfect, for real.","Hannah just perfect, for real.",Hannah be straight up perfect.,"Hannah just perfect, for real.",Hannah just flawless
1046,"Happy one month . Iv never been happier
",1,1,Been a month. Never felt this good before.,Happy one month. Ain't never been this happy before.,Happy one month. Ain't never been happier.,Happy one month. I ain't never been happier.,Happy one month. Ain't never been happier.
1047,"_TWITTER-ENTITY_ technically I'm in corolla but Idk why it says that
",1,1,_TWITTER-ENTITY_ technically I'm in corolla but ion know why it say that,_TWITTER-ENTITY_ technically I'm in Corolla but I'on know why it sayin' that.,_TWITTER-ENTITY_ technically I'm in corolla but ion know why it sayin that.,Technically I'm in Corolla but ion know why it say that,_TWITTER-ENTITY_ technically I'm in corolla but Ion know why it say that
1048,"_TWITTER-ENTITY_ yeah hahaha I deleted it
",1,1,_TWITTER-ENTITY_ yeah hahaha I got rid of it,_TWITTER-ENTITY_ yeah hahaha I got rid of it,_TWITTER-ENTITY_ yeah hahaha I got rid of it,_TWITTER-ENTITY_ yeah hahaha I got rid of it,_TWITTER-ENTITY_ yeah hahaha I got rid of it
1049,"_TWITTER-ENTITY_ wow .
",0,1,_TWITTER-ENTITY_ dang.,_TWITTER-ENTITY_ wow.,_TWITTER-ENTITY_ woah.,_TWITTER-ENTITY_ dang.,_TWITTER-ENTITY_ dang.
1050,"Kirk fucked up
",1,0,Kirk made a mistake.,Kirk made a mistake.,Kirk made a mistake.,Kirk made a mistake,Kirk made a mistake.
1051,"forever gonna think of _TWITTER-ENTITY_ when i hear \play . "" ""
",1,1,"finna always think of _TWITTER-ENTITY_ when I hear \play . "" ""","finna always think of _TWITTER-ENTITY_ when i hear \play . "" ""","finna always think of _TWITTER-ENTITY_ when I hear ""play.""","finna always think of _TWITTER-ENTITY_ whenever I hear ""play."" ""
","finna always think of _TWITTER-ENTITY_ when I hear ""play."""
1052,"Driving with the top down >>>
",1,1,Cruisin' with the top dropped.,Ridin' with the top dropped.,Ridin' with the top down.,Cruisin' with the top down.,Cruisin' with the top dropped.
1053,"_TWITTER-ENTITY_ is set UP tonight . Better not run outta anything
",1,1,_TWITTER-ENTITY_ is set up tonight. Better not run outta nothin.,_TWITTER-ENTITY_ ready tonight. Betta not run outta anything.,_TWITTER-ENTITY_ is all set tonight. Better not run outta anything.,_TWITTER-ENTITY_ ready to turn up tonight. They better not run outta nothin'.,_TWITTER-ENTITY_ all set for tonight. Betta not run outta anything.
1054,"\ _TWITTER-ENTITY_ : These bitches can't be trusted will fuck with your nigga and smile in ya face . "" I swear ugh , ""
",0,0,"""_TWITTER-ENTITY_: I am of the opinion that these women cannot be trusted. They will secretly engage with your boyfriend and then pretend to be friendly with you. It's honestly frustrating.""","""TWITTER-USER: These women can't be trusted, they will flirt with your romantic partner and then pretend to be friendly with you. I swear, it really annoys me.""","These women cannot be trusted. They would engage with your partner and then smile at you. ""I promise, it's frustrating.""","""_TWITTER-ENTITY_ : These women are not trustworthy. They might betray you by associating with your partner and then pretend like nothing happened. I'm serious, it gets on my nerves.""","""_TWITTER-ENTITY_: These women cannot be relied upon; they might engage in romantic relations with your significant other and smile at you afterward. It's a frustrating truth."""
1055,"_TWITTER-ENTITY_ love all the above and oh you
",1,1,_TWITTER-ENTITY_ love all the above and oh you too,"_TWITTER-ENTITY_ love all the above and oh you
Translation: _TWITTER-ENTITY_ lovin' all that and oh you too","_TWITTER-ENTITY_ love all the above and yo, you too","_TWITTER-ENTITY_ love all the above and oh, you too",_TWITTER-ENTITY_ love all the above and oh you
1056,"Really nervous for my physics exam next week
",0,1,Real nervous for my physics test comin' up next week.,Really sweatin' bout that physics exam next week.,Feelin' real jittery for that physics test comin' up next week.,Feelin' mad nervous for my physics test comin' up next week.,Real nervous for my physics test comin' up next week
1057,"Dinner date with my babyyy
",1,1,Finna have dinner with my boo.,Finna have dinner with my boo.,Finna have dinner with my boo.,Finna have dinner with my boo.,Dinnin' out with my boo tonight.
1058,"_TWITTER-ENTITY_ ill bring balloons .
",1,1,Imma bring balloons.,Imma bring balloons.,Imma bring balloons.,_TWITTER-ENTITY_ I'ma bring balloons.,_TWITTER-ENTITY_ gon bring balloons.
1059,"It's game day !!! Auburn bound
",1,1,It's game day y'all!!! Headin' to Auburn.,It's game day!!! Headin' to Auburn,It's game day !!! Headed to Auburn,It's game day!!! Headin' to Auburn,It's game day !!! Headed to Auburn
1060,"_TWITTER-ENTITY_ hahaha amen to that
",1,1,_TWITTER-ENTITY_ hahaha preach to dat,"_TWITTER-ENTITY_ hahaha preach it, for real",_TWITTER-ENTITY_ hahaha preach dat,_TWITTER-ENTITY_ hahaha preach that,_TWITTER-ENTITY_ hahaha preach that
1061,"Does iTunes have a return policy ? Because they should ..
",0,1,Do iTunes got a return policy? Cause they need one..,iTunes got a return policy or not? Cause they should...,Do iTunes got a return policy? Cause they need one...,Does iTunes got a return policy? Cause they sure need one...,Do iTunes got a return policy? Cause they need one...
1062,"I got an interview at franchescas lol however you spell it
",1,1,"I got a job interview at Francesca's lol, however you spell it.","I copped an interview at Francesca's, lol, however, you spell it.",I got an interview at Francesca's lol however you spell it.,"I got me an interview at Francesca's or however you spell it, lol.","I got a job interview at Francesca's, ya feel me? Can't even spell it tho lol."
1063,"Watchin this mermaid shit for the 3rd time
",1,1,Watchin' this mermaid stuff for the 3rd time,Watchin' dis mermaid stuff for da third time.,Watchin' this mermaid stuff for the 3rd time.,Watchin' this mermaid joint for the 3rd time round.,Watchin' this mermaid thing for the third time
1064,"_TWITTER-ENTITY_ sang man in a mirror by MJ to me today and by far was the coolest thing any girl has done .
",1,1,"_TWITTER-ENTITY_ sung ""Man in the Mirror"" by MJ to me today and that's the dopest thing any girl ever did for me.","_TWITTER-ENTITY_ sung Man in the Mirror by MJ to me today and hands down, it was the dopest thing a girl ever did.","_TWITTER-ENTITY_ sung ""Man in the Mirror"" by MJ to me today and for real, was the dopest thing any girl done did.","_TWITTER-ENTITY_ done sang me that ""Man in a Mirror"" song by MJ today an' it was legit the dopest thing any girl ever done.",_TWITTER-ENTITY_ sang man in a mirror by MJ to me today and it was for real the dopest thing any girl ever did.
1065,"_TWITTER-ENTITY_ your mouth is so screwed ... Take lots of drugs hahah
",1,1,"_TWITTER-ENTITY_ yo mouth all messed up... Peep a lotta meds, hahah.",_TWITTER-ENTITY_ ya mouth is all messed up... Take lots of meds hahah,_TWITTER-ENTITY_ ya mouth in bad shape... Go hard on them meds hahah,"_TWITTER-ENTITY_ your mouth all messed up... Poppin' loads of pills, ain't you? hahah",_TWITTER-ENTITY_ yo mouth all messed up... Pop a whole lotta meds hahah
1066,"Don't wanna write this essay for English !
",0,1,Ain't feelin' like writin' this essay for English!,Ion wanna do dis essay for English!,"Ain't feelin' like writin' this English essay, man!",Ain't feelin' like writin' this English paper!,Ain't feelin' like writin' this essay for English!
1067,"Can't wait to see my cousins on thursday _TWITTER-ENTITY_ and _TWITTER-ENTITY_ ! <3
",1,1,"Finna see my cousins on Thursday, _TWITTER-ENTITY_ and _TWITTER-ENTITY_! <3",Finna see my cuzos _TWITTER-ENTITY_ and _TWITTER-ENTITY_ on thursday! <3,Can't wait to see my cuzos _TWITTER-ENTITY_ and _TWITTER-ENTITY_ on Thursday! <3,Finna see my cousins on Thursday _TWITTER-ENTITY_ and _TWITTER-ENTITY_! <3,"Finna be lit seein' my cousins on Thursday, _TWITTER-ENTITY_ and _TWITTER-ENTITY_! <3"
1068,"Last first track meet of my track career today
",0,1,"Finna have my last, first track meet of my track career today.",Finna have my last first track meet of my track career today.,Finna have my very last first track meet of my track career today,Finna have the last first track meet of my track career today.,"Finna hit my last, first track meet of my track career today."
1069,"_TWITTER-ENTITY_ YESSSS OMG I LAUGHED FOR LIKE 1000 YEARS !! It's okay I didn't get none either for mine
",1,1,"_TWITTER-ENTITY_ YESSS LAWD, I WAS CRACKIN' UP FOREVER!! It's aight tho, ain't nobody show up for mine either.","_TWITTER-ENTITY_ YASSS LAWD, I WAS HOLLERING FOR LIKE 1000 YEARS! Issokay, I ain't get nothin' for mine either.","_TWITTER-ENTITY_ YASSS OMG I WAS DYIN' LAUGHIN' FOR LIKE 1000 YEARS!! It's aight tho, I didn't get none for mine either.","_TWITTER-ENTITY_ YAAASSS OMG I WAS CRACKIN' UP FOR LIKE 1000 YEARS!! It's cool, I ain't get none either for mine.","_TWITTER-ENTITY_ YASSSS LAWD, I WAS HOLLERING FOR LIKE 1000 YEARS! Chill, I ain't get nothin' for mine either."
1070,"I absolutely love _TWITTER-ENTITY_ !!!!! And my family does too #yourepresh
",1,1,I absolutely love _TWITTER-ENTITY_ !!!!! And my fam do too #yourepresh,"I absolutely love _TWITTER-ENTITY_ !!!!! And my fam love it too #yourepresh
",I absolutely love _TWITTER-ENTITY_ !!!!! And my fam do too #yourepresh,I absolutely love _TWITTER-ENTITY_ !!!!! And my fam love it too #yourepresh,I absolutely love _TWITTER-ENTITY_ !!!!! And my fam do too #yourepresh
1071,"_TWITTER-ENTITY_ yeah I already borrowed her pencils , I'll just go get some . Thanks
",1,1,"_TWITTER-ENTITY_ yeah I already borrowed her pencils, I'm just gonna head out and grab some more. Thanks","_TWITTER-ENTITY_ yeah I already borrowed her pencils, I'm finna go grab some more. Thanks","_TWITTER-ENTITY_ yeah I already borrowed her pencils, Imma just go get some. Thanks","_TWITTER-ENTITY_ yeah I already borrowed her pencils, I'm finna go get some. Thanks","_TWITTER-ENTITY_ yeah I already borrowed her pencils, I'm just gon' go grab some more. Thanks"
1072,"Ahh I accidentally ate a raisin
",0,1,"Ahh, I done messed up and ate a raisin by accident.","Dang, I accidentally ate a raisin.",Ahh I done accidentally ate a raisin,"Dang, I done messed up an' ate a raisin by mistake.","Dang, I done messed up and ate a raisin by accident."
1073,"_TWITTER-ENTITY_ lol your welcome
",1,1,_TWITTER-ENTITY_ lol you welcum,_TWITTER-ENTITY_ lol you welcome,lol you welcome,_TWITTER-ENTITY_ lol you're welcome,_TWITTER-ENTITY_ lol you welcome
1074,"_TWITTER-ENTITY_ John don't worry your not included , I love you big guy
",1,1,"John, don't stress, you ain't included, I got mad love for you big guy.","_JTWITTER-ENTITY_ John, don't even trip, you ain't included, I got mad love for ya big guy","John ain't worryin', you ain't in this, I got mad love for you big homie.","John don't worry, you ain't included, I got mad love for you big guy.","Ayo _TWITTER-ENTITY_ John, don't trip, you ain't included, I got mad love for you big homie"
1075,"I swear I never sleep , and I have to be up early blahhh !
",0,1,"I swear I never rest, and I gotta be up early man!
","I swear I never sleep, and I gotta be up early man, ugh!","I swear I ain't ever sleepin', and I gotta be up early, man!","I swear I never gettin' no sleep, and I gotta be up early, man! Blahhh!","I swear I never get no sleep, and I gotta be up early smh!"
1076,"_TWITTER-ENTITY_ A little while ago I was gonna stop by and I never got a chance to , plus if my shoes are there I'll get em .
",1,1,"A lil bit ago, I was finna stop by but ain't neva got a chance to, plus if my kicks there I'ma fetch 'em.","A minute ago, I was finna slide thru but ain't got the chance, plus if my kicks there, I'ma scoop em.","A lil bit ago, I was finna stop by but ain't never got round to it. Plus, if my kicks there, Imma scoop 'em up.","A lil bit ago I was finna swing by but ain't never got the chance to, plus if my kicks there, Imma scoop 'em up.","A lil bit ago, I was finna swing by but ain't get the chance to, plus if my kicks there, imma grab 'em."
1077,"_TWITTER-ENTITY_ welcome gorgeous ! Miss you too
",1,1,_TWITTER-ENTITY_ welcome fine! Miss you too,_TWITTER-ENTITY_ welcome fine! Miss ya too,_TWITTER-ENTITY_ welcome fine thang! Miss you too,_TWITTER-ENTITY_ welcome fine lookin'! Miss ya too,_TWITTER-ENTITY_ welcome fine! Miss you too
1078,", threat , yep bed , floor , couch more more , shower , lor perm , done
",1,0,"There's a threat, yes even in bed, on the floor, couch, and more. I've had to take a shower and get a perm. It's done now.","Yes, threat. Bed, floor, couch, and more. Also, shower and getting a permanent hairstyle are done.","There appears to be a threat. Indeed, there may be danger lurking in places like the bed, floor, or couch. It may be increasing. This might refer to having taken a shower or getting a perm hair treatment. It's finished.","Threat, yes bed, floor, couch, more and more, shower, lord perm, done.","This tweet is tricky, but it seems like it may say, ""Yes, I've threatened to move from my bed to the floor, then to the couch and more. I've also considered the shower. Plus, I've finished getting a perm."""
1079,"_TWITTER-ENTITY_ YOU WERE PERFECT BABE AND I LOVE YOU SO MUCH 7
",1,1,_TWITTER-ENTITY_ YOU WAS PERFECT BABY AND I LOVE YOU SO MUCH 7,_TWITTER-ENTITY_ YOU WAS FLAWLESS BABY AND I LOVE YOU MADLY 7,_TWITTER-ENTITY_ YOU WAS PERFECT BABY AND I LOVE YOU SO MUCH 7,_TWITTER-ENTITY_ YOU WAS PERFECT BABY AND I LOVE YOU SO MUCH 7,_TWITTER-ENTITY_ YOU WAS PERFECT BABY AND I LOVE YOU SO MUCH 7
1080,"Hide and seek with Cori Spring , ya can't hide all summer ya bish .
",1,1,"Ain't no way Cori Spring finna play hide and seek all summer long, you feel me? You can't stay hidden forever, ya dig?","Playin' hide and seek with Cori Spring, you can't be hidin' all summer, you feel me.","Playin' hide n' seek wit Cori Spring, ain't no way ya hidin' all summer ya bish.","Playing hide and seek with Cori Spring, you can't hide all summer fam.","Hide and seek with Cori Spring, ya can't be hidin' all summer ya bish."
1081,"This English essay will be the end of me
",0,1,This English essay gon' be the death of me.,This English essay gon' be the death of me.,This English essay gon' be the death of me.,This English essay gon' be the death of me.,This English essay gonna be the death of me.
1082,"The way _TWITTER-ENTITY_ & I talk to each other is unreal #suchassholes
",1,1,How me & _TWITTER-ENTITY_ be talkin' to each other is unbelievable #somekindamean,How me & _TWITTER-ENTITY_ be chattin' with each other is somethin' else #realassholes,How me & _TWITTER-ENTITY_ be talkin' to each other is some next level stuff #realassholes,"How me & _TWITTER-ENTITY_ be talkin' to each other, it's wild #straightupjerks",How me & _TWITTER-ENTITY_ talk to each other ain't even real #straightupassholes
1083,"Them tricks gave me 5 ketchups .. now come on man .
",0,1,"Them folks done gave me 5 ketchups... now that ain't right, bruh.",Them folks gave me 5 ketchups.. now come on bruh.,"Them folks done gave me 5 ketchup packets... now that's just ridiculous.
","Them folks done gave me 5 ketchup packets .. now that's wild, bruh.","Them folks gave me 5 ketchup packets ... now that's messed up, bro."
1084,"_TWITTER-ENTITY_ shew I know the struggle little ! I'll figure something out
",1,1,"_TWITTER-ENTITY_ wooo chile, I know the hustle, lil' one! I'll work something out.","Whew, I feel ya lil one! I'll sort something out.","Chile, I feel you fam! We gon' figure something out.","_TWITTER-ENTITY_ Whew, I feel ya, lil one! I'll work something out.","_TWITTER-ENTITY_ Lawd, I feel you lil' one! Imma figure somethin' out."
1085,"You're taking this way to seriously
",1,1,"You takin' this way too serious, bruh.","You takin' this way too serious, yo.",You takin' this way too serious.,"You takin' this way too serious, for real.","You takin' this way too serious, fam."
1086,"The best Christmas present of all time would be if Ronnie brought my baby brother w him . Omg
",1,1,"The best Christmas gift ever would be if Ronnie brought my lil bro with him. Bruh, for real.",The best Christmas gift ever would be if Ronnie bring my lil bro with him. Oh lawd!,The dopest Christmas gift ever would be if Ronnie brought my lil bro with him. For real tho.,The best Christmas gift ever would be if Ronnie brought my lil bro with him. Omg,"The best Christmas gift ever would be if Ronnie brought my lil' bro with him. Man, that'd be lit!"
1087,"It's crazy to think tomorrows the first day of school for my babies , & I won't be there with them _TWITTER-ENTITY_ _TWITTER-ENTITY_
",0,1,"Wild to think my babies startin' school tomorrow, & I ain't gonna be there with 'em _TWITTER-ENTITY_ _TWITTER-ENTITY_","It's wild to think my shorties startin' school tomorrow, & I ain't gon' be there with 'em _TWITTER-ENTITY_ _TWITTER-ENTITY_","Wild to think my lil ones got school startin' tomorrow, & I ain't gonna be there wit 'em _TWITTER-ENTITY_ _TWITTER-ENTITY_","Wild to think my babies startin' school tomorrow, & I ain't gon' be there with 'em _TWITTER-ENTITY_ _TWITTER-ENTITY_","It's wild to think tomorrows the first day of school for my lil ones, & I ain't gon be there with them _TWITTER-ENTITY_ _TWITTER-ENTITY_"
1088,"I wish all my friends would come home ...
",0,1,I be wishin' all my homies would come back home...,I wish all my homies would come back to the crib...,I wish all my homies would come back to the crib...,I wish all my homies would come back to the crib...,I wish all my homies would come back to the crib...
1089,"Lol ! Your welcome
",1,1,Lol! You welcome,Lol ! You welcome,Lol! You welcome,Lol! You welcome.,Lol! You're welcome
1090,"_TWITTER-ENTITY_ I watched your special Not For the Easily Offended ... and I died of laughter . I'm glad I discovered you !
",1,1,"_TWITTER-ENTITY_ I peeped your special Not For the Easily Offended... and I was dyin' laughin'. Man, I'm glad I found out 'bout you!",_TWITTER-ENTITY_ I peeped yo special Not For the Easily Offended ... had me dead from laughin'. I'm geeked I found out bout you!,@_TWITTER-ENTITY_ I peeped yo' special Not For the Easily Offended... and I was dead laughin'. I'm geeked I found you!,_TWITTER-ENTITY_ I peeped yo' special Not For the Easily Offended...and I was dead laughin'. I'm geeked I found out about you!,_TWITTER-ENTITY_ I peeped yo' special Not For the Easily Offended ... and I was dyin' laughin'. I'm geeked I found out 'bout you!
1091,"One month .
",1,1,One mo'.,One month.,"One month.
One mo'.",One monf.,"One month, yo."
1092,"Two things I've taught my kiddos and I see they have learned .. 1 . Never be fake 2 . never suck up to anyone .. good job girls
",1,1,"Two things I done taught my lil ones and I see they done caught on .. 1. Never be fake 2.  Never brown-nose no one .. y'all doing good, girls.","Taught my kids two things, and they learned well... 1. Never be fake 2. Never brown-nose nobody... Y'all doing good, girls.",Two thangs I done schooled my babies in an' I see they done caught on... 1. Nevah be frontin' 2. Don't be brown-nosin' nobody... good job girls.,Two lessons I've put in my babies' heads and I see they caught on.. 1. Don't ever be fake 2. never kiss up to nobody.. y'all doing good girls.,Two things I done taught my kids and I see they done learned.. 1. Never be phony 2. never brown nose nobody .. good job girls.
